,date,Province d'Oued Ed-Dahab إقليم وادي الذهب,Province d'Ifrane ⵜⴰⵙⴳⴰ ⵏ ⵉⴼⵔⴰⵏ إقليم إفران,Province d'Es-Semara إقليم السمارة,Province d'Errachidia إقليم الرشيدية,Province de Berkane إقليم بركان,Province de Benslimane إقليم بن سليمان,Province de Beni Mellal إقليم بني ملال,Province d'Ouezzane إقليم وزان,Province d'Aousserd إقليم أوسرد,Province d'Al Hoceima إقليم الحسيمة,Province d'Al Haouz ⵍⵉⵇⵍⵉⵎ ⵏ ⵍⵃⵓⵣ إقليم الحوز,Province Assa-Zag ⵍⵉⵇⵍⵉⵎ ⵏ ⴰⵙⵙⴰ ⵣⴰⴳ إقليم آسا الزاك,Province d'El Kelâat Es-Sraghna إقليم قلعة السراغنة,Province d'El Jadida إقليم الجديدة,Province d'El Hajeb إقليم الحاجب,Province d'Azilal إقليم أزيلال,Province de Guercif إقليم جرسيف,Province de Guelmim ⵍⵉⵇⵍⵉⵎ ⵏ ⴳⵍⵎⵉⵎ إقليم كلميم,Province de Fquih Ben Saleh إقليم الفقيه بن صالح,Province de Figuig إقليم الناظور,Province de Khénifra إقليم خنيفرة,Province de Khémisset إقليم الخميسات,Province de Kenitra إقليم القنيطرة,Province de Jerada إقليم جرادة,Province de Chefchaouen إقليم شفشاون,Province de Boulemane إقليم بولمان,Province de Boujdour إقليم بوجدور,Province de Berrechid إقليم برشيد,Province de Fahs-Anjra إقليم الفحص-أنجرة,Province de Driouch إقليم الدريوش,Province de Chtouka Aït Baha ⵍⵉⵇⵍⵉⵎ ⵏ ⵛⵜⵓⴽⴰ ⴰⵢⵜ ⴱⴰⵀⴰ إقليم شتوكة آيت باها,Province de Chichaoua ⵍⵉⵇⵍⵉⵎ ⵏ ⵛⵉⵛⴰⵡⴰ إقليم شيشاوة,Province de Settat إقليم سطات,Province de Sefrou إقليم صفرو,Province de Safi إقليم أسفي,Province de Rhamna إقليم الرحامنة,Province de Sidi Slimane إقليم سيدي سليمان,Province de Sidi Kacem إقليم سيدي قاسم,Province de Sidi Ifni ⵍⵉⵇⵍⵉⵎ ⵏ ⵙⵉⴷⵉ ⵉⴼⵏⵉ إقليم سيدي إفني,Province de Sidi Bennour إقليم سيدي بنور,Province de Médiouna إقليم مديونة,Province de Larache إقليم العرائش,Province de Laâyoune إقليم العيون,Province de Khouribga إقليم خريبكة,Province de Ouarzazate ⵍⵉⵇⵍⵉⵎ ⵏ ⵡⴰⵔⵣⴰⵣⴰⵜ إقليم ورززات,Province de Nador إقليم الناظور,Province de Moulay Yacoub إقليم مولاي يعقوب,Province de Midelt إقليم ميدلت,Province de Zagora ⵍⵉⵇⵍⵉⵎ ⵏ ⵣⴰⴳⵓⵔⴰ إقليم زاكورة,Province de Youssoufia إقليم اليوسفية,Province de Tiznit ⵍⵉⵇⵍⵉⵎ ⵏ ⵜⵉⵣⵏⵉⵜ إقليم تزنيت,Province de Tinghir إقليم تنغير,Préfecture d'Inezgane-Aït Melloul ⵍⵄⴰⵎⴰⵍⴰ ⵏ ⵉⵏⵣⴳⴰⵏ-ⴰⵢⵜ ⴺⵍⵓⵍ عمالة إنزكان آيت ملول,Préfecture d'Agadir Ida-Outanane ⵍⵄⴰⵎⴰⵍⴰ ⵏ ⴰⴳⴰⴷⵉⵔ ⵉⴷⴰ ⵡⵜⴰⵏⴰⵏ عمالة أكادير إدا وتنان,Province Nouaceur إقليم النواصر,Province Essaouira ⵍⵉⵇⵍⵉⵎ ⵏ ⵚⵡⵉⵔⴰ إقليم الصويرة‎,Province de Tarfaya إقليم طرفاية,Province de Taourirt إقليم تاوريرت,Province de Taounate إقليم تاونات,Province de Tan-Tan إقليم طانطان,Province de Tétouan إقليم تطوان,Province de Taza اقليم تازة,Province de Tata ⵍⵉⵇⵍⵉⵎ ⵏ ⵟⴰⵟⴰ إقليم طاطا,Province de Taroudant ⵍⵉⵇⵍⵉⵎ ⵏ ⵜⴰⵔⵓⴷⴰⵏⵜ إقليم تارودانت,Préfecture de Tanger-Assilah عمالة طنجة-أصيلة,Préfecture de Skhirate-Témara عمالة الصخيرات-تمارة,Préfecture de Salé عمالة سلا,Préfecture de M'diq-Fnideq عمالة المضيق الفنيدق,Préfecture de Fès عمالة فاس,Préfecture de Casablanca عمالة الدار البيضاء,Préfecture d'Oujda-Angad عمالة وجدة - أنجاد,Préfecture de Rabat عمالة الرباط,Préfecture de Mohammédia عمالة المحمدية,Prefecture de Meknès عمالة مكناس,Préfecture de Marrakech عمالة مراكش
0,2014-01-01,22046.43892437461,6311.105623121268,24197.30479692709,24826.081951264303,12402.051401579583,8118.018281270175,14050.353131377535,3923.5781223754243,10895.408136347354,11634.404687664111,7071.637576038955,8995.005646941801,8821.100018632796,17933.43831646201,5868.967135829016,11355.741637301737,9600.424585767036,8276.245603086363,12236.329094413886,27730.476069538367,8525.676454939568,13286.66824446585,21100.680413997077,9072.940444726366,5690.492393845323,13975.717999003837,24695.499630335096,14604.534419964139,9128.320376152216,12681.58623667738,7049.629105012356,8395.659858503277,15073.34290442487,8006.482119126558,12166.107968626246,9811.394251914466,4957.554445360451,8977.975857453366,2558.741913998356,6170.819640066986,6046.58962507295,7888.643626395794,16252.579906354402,16893.804727531846,11374.058868417773,22868.718757823455,5150.620855487417,12034.580575516107,11840.246032867974,7178.476245000889,5588.879175425211,10498.41914464504,11929.34442312577,22431.618025862885,12814.548152494539,9021.262052339165,6598.5755988209685,12683.592387714236,10166.877608942152,6324.3850080172815,16979.03775281956,11741.375186076184,10839.568948636366,15395.072760357474,25081.171013206476,16551.34862024367,15133.639871372148,12763.328135503158,17331.191790192206,46498.22587948593,24802.633629537006,17377.624177776615,10385.829439295865,15937.591810242911,38695.23668815182
1,2014-02-01,29013.924059469347,6080.092911212936,33487.88250661467,24829.678839238488,11462.629526556624,8097.876178655385,13786.455768598851,3662.0050555375296,19526.293592252667,11641.949837079255,8759.094648032036,12323.100263856446,9518.173158767877,19261.53008038469,5198.753174228997,11817.083307564033,10097.870375940438,11939.239957113707,11869.98101022231,31604.432058709943,8950.249668853168,13062.573019304944,18645.14696439191,8688.912736230737,5127.721483143692,15073.55895759056,27987.49595142917,14722.321594279998,7451.053508737744,13048.228734252816,8211.113076884472,10540.074753127792,15673.739700681344,7657.705696843061,12287.896417907843,11128.79142012309,4410.88281374238,7937.389556877575,3421.4463814371456,6316.129009165075,6174.518089257267,7518.303606913636,17106.787575221835,16541.07393862794,12132.837231958698,22259.546915716302,4627.515715196553,13294.15671544055,11796.431979077628,7243.661962224704,7115.184697476881,11071.987098224414,11284.358789628626,23192.231830305343,12869.760121717758,10627.846397279618,7955.338807476359,12132.747903050109,9526.571529500172,8040.547399825487,15967.84550761101,10909.681225088134,15372.047874328844,20134.515881214913,21681.52640482674,15688.345581484502,13137.407248110923,12505.739893178732,13770.998593148774,46522.137851071835,19770.952297625056,16100.069014783938,10273.274726579946,12562.050497006961,36373.5191084646
2,2014-03-01,69857.61616712873,6182.159759682544,60614.589729505075,28920.200484059624,12294.927529195407,8480.674347848942,14641.380759257687,3505.8594282473955,49533.85674878318,11311.822377910468,9687.577407156175,18507.00732020657,10253.730120821267,19290.418655186822,6025.958627315111,12664.491932189043,8424.184494334844,14559.366286749571,13166.58499632141,27742.31101674966,9359.093915893201,14585.252570247896,19961.59183563353,7778.028141572426,5010.544999300359,13279.500642607993,60787.057302447414,14907.133543080694,7162.487654515227,12601.908725901158,8674.582918577744,11267.469366305933,17133.02037331255,8226.061362798766,13194.082521872086,11130.600543009436,4822.736415988147,8634.756937580909,4266.363948128327,6450.3257055390695,6397.463021937067,8105.111837689138,22302.75012571955,18795.790340725525,14892.193798014061,22450.981720434687,5271.171607832552,12686.728853882278,17859.665516903322,7887.433006655352,8124.401028412108,12742.341531063992,10675.887744048543,20956.981003393106,13100.04757880288,11246.658572396209,15954.78379244659,10481.78490238667,9486.163066043855,11419.82695218794,15132.788131135949,11469.953184008227,21420.527319812718,22408.131633964524,27720.346827192545,16260.133641716866,14129.15493803432,12049.353014922786,18031.84579710673,50126.61529863769,24063.820718614188,17420.560758723936,10961.57399814561,16299.511796940335,38756.96937636538
3,2014-04-01,59974.83526255715,5719.165829157007,51359.85635881135,21714.745713657278,12675.388121644986,8294.007206857901,14205.1614757268,3107.251855284473,49276.86383699375,11109.292027314523,8065.8151757900905,14537.495863108248,9317.222111527,19816.258887918233,5953.180820006277,10403.5129877535,7332.304515131752,12362.277311397209,12609.945884969198,19395.950849076125,7665.576853497707,12454.134566470797,21046.340039240058,5820.842446702557,4298.0869795356475,10760.380241108334,49404.62178747516,15517.447019466828,9058.939817934532,12435.063710727942,7364.3534665917705,9259.430273614722,16198.339176199439,7952.209815008365,12911.441275576619,10630.68172032514,4863.011261369765,8577.37537878545,3296.5662026539303,6256.790866100864,6761.614044704739,8120.563285840442,21386.142636545515,18330.91032538966,11965.088373371638,22904.335929298897,4894.111568478613,10491.993028662937,13330.086052802402,7825.5276854433405,6851.567841934727,9950.03569087073,11809.111406699927,21002.41760597941,14869.231023498958,9495.300102268044,12718.932821272114,9295.212678568247,8281.508703232592,9624.203598743614,15703.425815464943,10640.062502411387,16302.528133051346,18060.59274305837,30230.087495665186,18090.979876134792,16296.015726363044,14165.002582539988,20584.264228217093,58765.07016078445,24781.376550576286,19466.211152187516,13309.092897563709,17679.07522092327,40552.80318996197
4,2014-05-01,26233.637694071327,5719.379656169427,22996.119812973324,17404.62733004902,13778.86345351194,8324.032185759108,14834.286914667657,3875.8884876628276,17944.189223364545,11323.397648603072,6631.138040696508,5569.522693622852,8993.784980973314,17760.257851987615,6269.186667329624,9130.809688224708,8098.245067272597,8586.394002982053,12507.82204633244,21987.4617781161,7841.066839607023,13474.81746218519,22556.275822973363,6947.034583537095,5587.567703323267,10928.480267189307,26764.31326325928,13981.764863595505,9231.042559799678,13512.598445622369,5969.890230056573,7097.635504532078,15400.912805233933,8011.8443602575435,11622.571166120435,9893.880533069296,5073.58299146699,9222.818915828977,2168.4995858168454,5626.2458591087325,6292.99924832489,9219.21813795021,16108.375576945322,19021.865699216713,8613.82586240776,24008.708272274343,5607.900450355077,9105.096832738363,8741.534353527097,7239.136891837935,4772.232186102197,7367.752855907948,9706.99731010105,17885.12609747361,13756.035097025419,7801.905895525795,8671.92206644781,10567.311545793105,9995.888396617482,6600.457087990354,17956.547732085644,11863.187993859077,7918.30222152478,12269.69775779563,31941.392261532135,18049.67820191873,16078.137180112159,14604.742353363947,20496.71831841868,50871.855167920934,26616.427474031098,17989.093587162453,12286.257069723044,17487.692301841227,38865.06069623955
5,2014-06-01,28070.73099693776,6061.655176734359,23373.629278575816,21487.18851099694,15041.877459566469,8568.892064229265,15936.79270070864,4094.675422146822,23584.11740783317,11641.300875452991,8770.629167572433,7920.655201161993,10110.118998266635,20223.899662250016,6390.4575727874035,10084.531384687985,9378.750102243319,9923.054788155105,13408.190135183748,21246.745849712544,7903.44689574659,13686.530779957186,23697.440142011215,8192.574534122792,5493.618552025306,11845.831229364798,20166.804356791195,15763.576328975487,8660.082036144884,13880.252900258214,6344.841953153681,10074.638378643478,16748.72867337719,8372.374070281703,13325.996063969302,11379.952729174962,5560.621891751561,9711.331823215298,2727.4825394618388,6651.066364465956,6686.035725171893,9311.345678786554,15413.359719643211,19869.092800089406,9304.09447546311,26790.740088295825,6305.920462560203,10738.44768831079,8293.802809746274,7942.244876611956,5359.492045879429,9084.979573566525,8861.24851785641,17877.840307307793,15231.738491223254,10453.739159449327,6626.857984017015,11564.083674510988,11450.454203052419,6687.63262176445,17460.128737638657,12510.330253712307,8438.34202571178,15588.81331671106,32029.981035899033,18526.40596812276,16508.152245845362,15020.32136974054,21623.15162795712,56315.6086871409,26353.874641682276,18751.48425581408,12578.850785817123,18059.450359570466,43017.35749515164
6,2014-07-01,23579.448042055996,6054.29769862866,14712.917179433023,20487.888924240637,16327.36908646383,8647.415333415054,15986.77723030702,4801.87993455339,14937.01646910016,12647.46425422248,8954.469521062123,5689.196568500552,11804.057794672075,18040.01425158553,6462.871388214428,9982.825447636038,9050.700236615101,8970.787806536648,14058.293579954641,19305.244550813142,7869.459160481105,13256.796450305417,25479.803200976472,7911.5010125976005,6484.084475322906,11310.265843107223,17892.543767135387,14896.499574389472,8896.716043073186,14410.6633115477,7191.457192518984,9123.490144157833,16722.03537957284,8512.7425499292,13308.69553985056,11023.866225686008,6412.839982476912,10876.351814553092,2427.9755493410194,7366.817445706902,6726.141851221579,10622.026104581242,14102.064634427088,19901.86342131939,8869.08882726199,28602.858066890803,7059.769376918238,9826.779331034935,9357.90856036986,7705.181961671997,5631.66175506176,9545.40265964757,11253.09686818556,20604.465543722374,14029.717071101471,9402.494596088767,5469.346559092555,11386.19185276942,13109.010842122723,5068.534753927413,17801.33515889289,13191.351285390725,8121.421133544118,16563.186775649207,31328.27869432711,18269.766608666247,15705.84300485165,15473.513876458648,22005.0989398934,48607.52154313252,28002.519731153585,18485.83616127079,12609.028238210016,18385.81468894481,45379.86829306333
7,2014-08-01,38124.39134511958,6335.629059081092,34507.70216572349,21632.411080644324,14954.568389191822,9134.554775547118,15265.471397622889,4322.365341679635,34441.27173037477,12344.421653756252,9465.609021682443,11201.915163548236,10625.656979145831,19553.665419488025,6532.070238538743,10887.975968826575,9103.60656939141,11305.986117264583,12861.534232995577,22781.918172568538,8592.27892042217,14366.13030106395,23353.82866560732,8167.783193787043,6970.876398204043,11682.760875627095,32147.052941012895,15317.420772063535,9015.465667091987,14655.227981391517,8023.2928856375,10169.193662158503,16667.886938399184,8798.729111528335,13345.972215301612,11440.873158233395,5816.991390747992,9900.50933261946,3227.8721441797225,6818.317409674649,7151.899573261134,10002.308411472288,17451.188560424805,19763.174199230132,10426.610703009062,25988.076301409714,6812.932223752665,10980.764362211437,11775.244860228038,7515.307152322312,7397.672663285468,9525.885587793755,10155.999696618079,18524.923688310995,14340.903278223444,9709.029149359476,9379.93276224343,10951.338104691446,11447.392567156217,8083.176898113174,17619.455235964266,12561.976829459603,14477.71417066603,19206.3453475022,34149.63021241743,17654.671329672903,15772.992797568722,15589.857019191399,20495.08659110805,50697.40635525758,27062.94110535079,16936.039921088788,12395.656872023326,17142.32305825767,41205.67374879681
8,2014-09-01,53448.30237526071,4959.038387175906,47623.739892720725,23931.67682416419,12853.885294022071,8060.717377605607,14530.481180266004,3265.843743074467,41933.8061490822,10356.682895104812,8972.51975422065,16421.47348339637,9600.836503148768,17846.60137610783,5141.323180811837,10047.177636058035,7472.095298865798,11185.191678177456,12021.934172522342,27516.716465072197,7062.376585582214,10674.107510328526,19500.703824404092,7964.985893546204,4657.379377988417,11332.667364036868,43677.602867509995,13513.920008742232,7784.383806320559,13275.908182309548,7204.7874028871665,10159.662774148595,14886.77359953336,7263.0406675402355,12856.779595852919,10701.698439993479,4404.94329910628,7907.52295508893,3239.6150193940507,6150.399628108705,6386.246804474265,8044.13466166811,20337.06623292155,17847.076752391466,10702.436821478326,24325.00913934926,5690.755472787938,11644.420808062378,15770.018415436687,7525.803678809505,6812.755041442524,10991.483964434201,9438.652063988111,18398.14363141736,12592.271789545524,9743.017074336183,10058.066354958266,10521.363285388861,9161.877056649566,8728.078517070886,16206.63501582705,10029.864127004934,21014.872669447308,19643.795242991033,30998.327709433022,15505.471620909486,14259.150859509626,13777.542040510396,18442.501018207815,45791.97576870449,23602.650475751852,16027.852377159461,10551.711386887931,14399.253830267578,35842.50906517382
9,2014-10-01,44960.95848845445,6546.37628580366,40180.46785001115,27841.25211850823,13646.825222107216,9310.135971737003,15524.128285477791,4157.130131135882,33559.09344340621,11934.56709214581,8898.72657069645,13684.970465456874,10020.65251452975,20829.52659344633,6357.608165743792,10806.562647863191,11213.934123835003,12140.4015386554,12662.032770838003,33807.76516428865,8851.327803909628,13863.169308793907,21849.49928595066,9875.780211110114,6755.43625047972,15806.153853105488,41557.045763446666,16083.105123859841,8525.311790324953,15056.1218664985,8003.105195311201,9661.532757413475,17833.106347170647,9414.126408239377,13054.029562164631,11822.06492684549,5446.546261298279,9240.307520631011,3505.3506129698285,6504.943245210974,6675.487979916033,9322.128063335525,20285.42848417576,19670.772617193237,10545.252855803703,25234.920781367753,6280.000446504234,13196.605036933004,14078.179304351825,7842.790462280103,7200.795833127833,10827.427637269006,11264.198582126244,20647.15546382571,14573.850568380076,10015.908178063037,10119.737546272776,12718.71414832559,11958.03767312209,8730.7123944563,13742.552132381166,14423.486925281515,16050.613139269393,18299.139195579643,34371.33707332353,17768.904931075056,16048.124610787638,10851.338675764495,22015.171871588293,57019.47122735415,27007.28436303243,18348.452618133335,12742.994974086332,16801.645462261033,41199.96461724917
